CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,drr_110,ehg3_01
 7321,96,96,96,5, 7, 5, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 5
 7322, 3,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
 7323,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 7
 7324,96,96,96,6, 8,10, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
 7325,96,96,96,6, 6, 2, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 1
 7326,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 2
 7327,96,96,96,5, 7, 7, 5,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 2
 7328,96, 2,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 4, 4
 7329,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 1
 7330,99, 2, 5,3, 4, 7, 3,1,1,2,1,2,3,2,1,6,2,6, 8,1,1, 4,2,2,1,2,0,0,0,0,1,0,0,0,2,0,6,4,1, 7, 7
 7331,96,96,96,4, 6,13, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
 7332,96,96, 3,2, 4,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 5, 1
 7333,96, 3,96,5, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 6, 4
 7334,96,96,96,5, 6, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
 7335,96,96,96,3, 5,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 6
 7336,96,96,96,4, 6,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 2
 7337, 3,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 2
 7338,96,96, 3,1, 1,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2, 5, 2
 7339,96,96,96,7, 9, 4, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 1
 7340,96,96, 3,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 4, 2
 7341, 5,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 4
 7342,96,96,96,7, 9,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 6
 7343,96,96,96,7, 7, 1, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 5
 7344,96, 6,96,7, 6,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 1
 7345,96, 4,96,4, 2,10, 4,1,1,2,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 3
 7346,96, 2,96,4, 1, 4, 3,2,2,1,2,3,3,3,1,6,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 4, 6
 7347, 4, 5,96,5, 3,96,96,2,5,6,0,0,2,0,1,1,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 5, 4
 7348,96,96,96,4, 5,14, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 4
 7349,96,96,96,6, 8, 7, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
 7350,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 7
 7351, 1, 1,96,2, 1,96,96,2,4,6,0,1,1,1,1,2,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2, 6, 4
 7352, 3, 2,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 7
 7353,96,96,96,7, 8, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 1
 7354,96, 1,96,3, 1,14, 4,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 3
 7355,96, 5,96,4, 3, 7, 4,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2, 3, 4
 7356,96,96,96,7, 9,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 1
 7357,96,96,96,2, 4,12, 2,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 7
 7358,96,96,96,1, 1,96,96,1,6,6,0,3,0,0,2,1,1,3, 9,2,1, 1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,5,2,2, 7, 1
 7359,96,96,96,2, 4,13, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
 7360,96, 2,96,4, 1, 5, 4,1,1,2,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 2, 3
 7361,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
 7362,96,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
 7363,96,96,96,1, 3,14, 2,2,2,1,2,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
 7364,96, 1,96,2, 1, 4, 2,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 3, 3
 7365,96, 1,96,2, 1,15, 3,2,2,1,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 1
 7366,96,96,96,4, 5, 9, 4,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
 7367,96,96, 5,3, 5,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 7
 7368, 3,96,96,5, 7,14, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 6
 7369,96,96, 3,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2,97, 2
 7370,96,96,96,2, 4,11, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 3
 7371,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 4
 7372, 1, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 6, 6
 7373,96,96,96,6, 7, 5, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
 7374,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 4
 7375,96,96,96,4, 6,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 7
 7376,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 6
 7377,96, 3,96,4, 2,96,96,2,4,6,0,2,1,2,1,3,0,5, 6,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2, 4, 4
 7378, 6, 4,96,4, 2, 5, 4,1,1,2,1,0,3,0,1,4,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,4,2, 7, 7
 7379,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 4
 7380,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,1,7, 9,2,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
 7381,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 2
 7382,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 4
 7383, 1,96,96,6, 7, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
 7384, 3, 2,96,3, 1,14, 4,2,1,1,1,2,3,2,1,6,0,5, 3,2,2,96,2,2,0,3,0,0,0,0,0,0,0,0,0,0,5,3,2, 7, 6
 7385,96,96, 4,1, 7,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1, 4
 7386,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 6
 7387, 3, 1,96,2, 1,14, 3,2,1,1,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 7, 5
 7388,96, 1,96,2, 1,11, 3,2,1,1,1,3,1,3,1,5,0,5, 3,2,2,96,2,2,1,3,0,0,0,0,0,0,0,0,0,0,6,2,2, 7, 4
 7389,96,96,96,6, 8,10, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 4
 7390,96, 3,96,4, 2, 8, 4,1,1,2,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 6
 7391,96,96, 6,3, 5,96,96,2,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 2
 7392,96,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
 7393,96,96, 3,3, 6,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 4
 7394,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 7
 7395,96, 2,96,4, 1, 5, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 6, 3
 7396,96,96, 3,1, 6,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,1,0,0,0,0,0,3,0,0,0,6,4,2, 3, 2
 7397, 4,96,96,7, 9, 8, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 1
 7398, 2,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2, 5, 6
 7399,96, 2,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 3, 4
 7400,96,96,96,5, 7, 6, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 5, 6
 7401,96,96, 3,1, 3,96,96,1,3,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,2,1,0,0,0,0,5,4,2, 7, 1
 7402,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 4
 7403,96,96, 3,2, 3,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 4
 7404,96, 6,96,4, 3,96,96,1,1,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2, 5, 2
 7405,96,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 6
 7406,96,96,96,4, 6,15, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 4
 7407,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 2
 7408,96,96,96,5, 6, 3, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
 7409,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 5
 7410,96,96,96,4, 6,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 4
 7411, 5,96,96,7,10,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 3
 7412, 4,96,96,3, 4,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 6
 7413,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 4
 7414, 1,96, 1,1, 4,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,5,4,2, 7, 1
 7415,96,96,96,7, 8, 8, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 4
 7416,96,96, 2,1, 3,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,5,4,1, 5, 1
 7417,96,96,96,6, 7,10, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 1
 7418,96, 6,96,5, 4,96,96,2,5,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
 7419,96, 2,96,3, 1,10, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 2
 7420,96,96,96,5, 7,96,96,1,2,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 4
 7421, 3, 1,96,2, 1, 9, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 6
 7422, 1,96,96,5, 6,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 1
 7423, 4,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2, 3, 6
 7424,96, 1,96,3, 1,13, 3,2,1,1,1,3,3,3,1,2,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 4, 6
 7425,96,96,96,7, 8, 7, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 1
 7426,96,96, 2,1, 2,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,5,4,2, 5, 2
 7427,96, 1,96,2, 1,10, 2,2,1,1,1,2,2,2,1,5,1,7, 9,2,1, 3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,3,2, 3, 2
 7428,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 3
 7429,96,96,96,5, 7, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
 7430,96, 1,96,3, 1, 7, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 2, 4
 7431,96, 4,96,5, 2,10, 5,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 2
 7432, 1, 1,96,2, 1,96,96,2,6,6,0,2,2,2,1,5,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2, 5, 7
 7433,96, 1,96,2, 1, 8, 2,2,1,1,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2, 5, 4
 7434,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 3
 7435,96,96,96,1, 3, 7, 1,1,2,2,2,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 2
 7436, 2,96,96,3, 4,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 3
 7437,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,1,3, 9,2,1, 3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,3,3,2, 7, 2
 7438,96,96,96,7,10,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 4
 7439,96,96,96,5, 7, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
 7440,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 6
 7441,96, 4,96,5, 2,10, 5,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 2
 7442, 4, 4,96,4, 2,10, 5,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 2, 4
 7443,96,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 7
 7444,96,96, 2,1, 5,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2, 6, 1
 7445,96,96,96,5, 6, 7, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
 7446,96,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
 7447,96, 6,96,7, 5, 9, 7,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 5, 2
 7448, 7,96,96,7, 8,11, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 1
 7449,96,96,96,3, 5,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 4
 7450, 7,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
 7451,96,96,96,5, 7,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 7
 7452, 1,96,96,6, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
 7453,96,96,96,6, 8,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 6
 7454,96, 3,96,4, 2, 8, 4,2,2,1,2,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 2, 7
 7455,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
 7456,96,96,96,7, 6,96,96,1,1,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2, 2, 6
 7457,96,96,96,6, 8, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 2
 7458,96,96,96,5, 7,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 4
 7459, 1,96,96,6, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 6
 7460,96,96,96,4, 6,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 2
 7461,96, 3,96,3, 2,12, 4,2,2,1,2,1,2,1,1,4,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3,2, 3, 3
 7462, 3,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 2
 7463,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
 7464,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
 7465,96,96,96,1, 3,10, 2,1,1,2,1,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 2
 7466,96, 5,96,4, 3,14, 5,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 2, 2
 7467, 3,96,96,2, 3, 2, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 3
 7468,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 2
 7469,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2, 5, 2
 7470,96,96,96,5, 7, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
